marca,modelo,ano,motorizacao,tipo_combustivel,cor,quilometragem,numero_de_portas,transmissao,categoria,km_por_litro,preco,descricao
Honda,WR-V,2009,1.3 4 cilindros Flex,Gasolina,Verde,454263,2,CVT,Sedan,15.9,149156.64,Design moderno com boa tecnologia embarcada.
BYD,Song Plus,2016,1.6 4 cilindros Flex,Híbrido,Verde,429616,2,Manual,Sedan,21.4,155632.84,Ótimo desempenho e conforto para viagens.
BYD,Seal,2021,2.0 4 cilindros Gasolina,Híbrido,Azul,0,4,CVT,Passeio,21.9,73525.74,Boa relação custo-benefício.
BYD,Seal,2019,1.0 3 cilindros Otto,Híbrido,Cinza,44872,2,Automatizada,Picape,20.0,237327.46,Design moderno com boa tecnologia embarcada.
Hyundai,Tucson,2018,1.0 3 cilindros Otto,Diesel,Vermelho,0,4,Automatizada,Hatch,11.7,123796.23,Espaçoso e confortável para famílias.
Renault,Sandero,2012,2.0 4 cilindros Gasolina,Flex,Azul,199315,4,Manual,Picape,19.2,58189.0,Espaçoso e confortável para famílias.
Chevrolet,Onix Plus,2022,2.0 4 cilindros Gasolina,Flex,Preto,0,4,Manual,Picape,15.8,44679.46,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2012,Motor elétrico,Elétrico,Vermelho,430001,4,Manual,Hatch,11.6,228352.22,Ótimo desempenho e conforto para viagens.
Jeep,Gladiator,2017,2.0 4 cilindros Gasolina,Híbrido,Cinza,273928,4,Manual,Sedan,11.2,230748.17,Design moderno com boa tecnologia embarcada.
Toyota,Yaris,2021,Motor elétrico,Elétrico,Branco,0,4,Automatizada,Sedan,18.2,280124.34,Carro econômico ideal para cidade.
Hyundai,HB20,2021,Motor elétrico,Elétrico,Verde,140849,4,Manual,Hatch,21.6,44366.02,Ótimo desempenho e conforto para viagens.
Jeep,Compass,2021,1.6 4 cilindros Flex,Gasolina,Prata,241735,4,CVT,Picape,19.2,84237.8,Espaçoso e confortável para famílias.
Toyota,Corolla,2008,1.3 4 cilindros Flex,Gasolina,Azul,42996,4,CVT,SUV,19.2,328189.67,Carro econômico ideal para cidade.
Fiat,Mobi,2019,1.6 4 cilindros Flex,Híbrido,Preto,0,2,Manual,Hatch,17.8,337319.91,Modelo confiável e muito popular no Brasil.
Fiat,Pulse,2011,Motor elétrico,Elétrico,Prata,226342,4,Manual,Picape,12.6,206605.27,Espaçoso e confortável para famílias.
Jeep,Gladiator,2006,Motor elétrico,Elétrico,Preto,403012,4,Manual,Hatch,11.5,333188.76,Ótimo desempenho e conforto para viagens.
Volkswagen,Virtus,2016,2.8 4 cilindros Diesel,Flex,Azul,0,4,CVT,SUV,16.5,249612.17,Modelo confiável e muito popular no Brasil.
Renault,Logan,2012,2.0 4 cilindros Gasolina,Diesel,Vermelho,64567,4,CVT,Hatch,20.8,185251.27,Boa relação custo-benefício.
Chevrolet,S10,2005,1.0 3 cilindros Otto,Híbrido,Verde,332903,4,CVT,Passeio,12.0,161009.15,Espaçoso e confortável para famílias.
Honda,Civic,2025,1.6 4 cilindros Flex,Diesel,Azul,0,2,Automática,Hatch,12.4,311837.7,Carro econômico ideal para cidade.
Honda,HR-V,2012,1.3 4 cilindros Flex,Híbrido,Verde,425268,4,CVT,SUV,10.0,32990.4,Espaçoso e confortável para famílias.
Volkswagen,Gol,2006,2.0 4 cilindros Gasolina,Diesel,Preto,450263,4,Automática,Sedan,9.0,244220.88,Boa relação custo-benefício.
Honda,WR-V,2012,2.0 4 cilindros Gasolina,Híbrido,Preto,103294,4,Manual,SUV,19.9,94373.14,Espaçoso e confortável para famílias.
Volkswagen,Gol,2015,2.8 4 cilindros Diesel,Gasolina,Branco,429110,2,Manual,SUV,10.0,64436.6,Espaçoso e confortável para famílias.
Renault,Logan,2014,Motor elétrico,Elétrico,Cinza,0,4,Manual,Picape,21.7,261020.26,Design moderno com boa tecnologia embarcada.
Fiat,Strada,2020,1.3 4 cilindros Flex,Gasolina,Azul,0,2,Automatizada,SUV,14.7,72147.9,Design moderno com boa tecnologia embarcada.
Chevrolet,Tracker,2014,2.0 4 cilindros Gasolina,Híbrido,Vermelho,90171,2,Manual,Sedan,13.6,277648.67,Carro econômico ideal para cidade.
Hyundai,Creta,2012,1.0 3 cilindros Otto,Híbrido,Verde,462774,4,CVT,Passeio,20.7,204579.07,Boa relação custo-benefício.
Jeep,Commander,2022,2.8 4 cilindros Diesel,Híbrido,Prata,293159,4,CVT,Sedan,15.3,64196.66,Ótimo desempenho e conforto para viagens.
Volkswagen,Amarok,2020,2.0 4 cilindros Gasolina,Diesel,Verde,181439,2,Manual,Passeio,20.5,237962.39,Boa relação custo-benefício.
Renault,Oroch,2017,1.0 3 cilindros Otto,Híbrido,Verde,27908,2,Automática,Passeio,14.7,163743.26,Carro econômico ideal para cidade.
Hyundai,Tucson,2021,Motor elétrico,Elétrico,Azul,0,4,CVT,Sedan,21.1,162055.85,Carro econômico ideal para cidade.
Nissan,Versa,2014,Motor elétrico,Elétrico,Verde,138708,4,CVT,Passeio,18.3,318280.83,Modelo confiável e muito popular no Brasil.
Toyota,SW4,2022,2.0 4 cilindros Gasolina,Híbrido,Prata,435812,4,Automática,Passeio,19.4,52140.35,Espaçoso e confortável para famílias.
Toyota,Corolla Cross,2021,2.8 4 cilindros Diesel,Diesel,Preto,0,4,Automática,Passeio,13.0,222785.85,Boa relação custo-benefício.
Renault,Oroch,2009,2.0 4 cilindros Gasolina,Diesel,Prata,116993,4,CVT,Picape,13.4,66474.45,Modelo confiável e muito popular no Brasil.
Hyundai,Tucson,2016,Motor elétrico,Elétrico,Branco,253687,4,Automatizada,Picape,19.4,218355.21,Ótimo desempenho e conforto para viagens.
Fiat,Pulse,2016,1.0 3 cilindros Otto,Gasolina,Prata,224389,4,Manual,Passeio,15.5,336277.33,Ótimo desempenho e conforto para viagens.
Renault,Sandero,2013,1.6 4 cilindros Flex,Gasolina,Branco,134276,4,Automatizada,Passeio,16.4,296740.26,Carro econômico ideal para cidade.
Nissan,March,2006,2.0 4 cilindros Gasolina,Flex,Prata,412618,4,Automática,Passeio,13.7,75584.14,Modelo confiável e muito popular no Brasil.
Toyota,SW4,2024,1.0 3 cilindros Otto,Flex,Preto,0,2,Manual,Picape,20.9,145725.3,Boa relação custo-benefício.
Volkswagen,T-Cross,2007,Motor elétrico,Elétrico,Prata,160670,2,Automatizada,Picape,8.1,228614.15,Modelo confiável e muito popular no Brasil.
Honda,Civic,2006,2.0 4 cilindros Gasolina,Gasolina,Preto,205205,4,CVT,Passeio,15.0,36301.12,Boa relação custo-benefício.
Volkswagen,Nivus,2008,2.8 4 cilindros Diesel,Gasolina,Azul,219082,2,Manual,Hatch,17.5,258715.8,Carro econômico ideal para cidade.
Hyundai,HB20,2014,2.8 4 cilindros Diesel,Flex,Branco,233985,2,Manual,Passeio,10.5,117125.47,Carro econômico ideal para cidade.
Toyota,SW4,2009,2.8 4 cilindros Diesel,Flex,Cinza,426681,4,Manual,Passeio,15.1,182727.73,Boa relação custo-benefício.
BYD,Dolphin,2017,1.6 4 cilindros Flex,Híbrido,Branco,279885,4,CVT,Picape,17.7,153211.45,Espaçoso e confortável para famílias.
Honda,Civic,2013,Motor elétrico,Elétrico,Azul,85279,2,Automática,Hatch,13.5,48462.46,Boa relação custo-benefício.
Renault,Kwid,2023,1.0 3 cilindros Otto,Diesel,Cinza,261978,2,Automatizada,Passeio,11.6,329646.52,Modelo confiável e muito popular no Brasil.
Nissan,Sentra,2016,Motor elétrico,Elétrico,Azul,486520,2,CVT,Picape,18.7,140898.33,Boa relação custo-benefício.
Honda,WR-V,2019,2.8 4 cilindros Diesel,Gasolina,Cinza,68675,4,Manual,Picape,13.8,134167.93,Modelo confiável e muito popular no Brasil.
Toyota,Corolla Cross,2012,1.6 4 cilindros Flex,Flex,Vermelho,492367,2,Manual,Picape,10.8,268879.16,Boa relação custo-benefício.
Volkswagen,T-Cross,2017,1.3 4 cilindros Flex,Diesel,Prata,218547,2,Automática,Picape,12.6,282319.71,Ótimo desempenho e conforto para viagens.
Honda,City,2013,1.6 4 cilindros Flex,Gasolina,Verde,135616,2,CVT,Passeio,20.1,242052.64,Boa relação custo-benefício.
Hyundai,HB20,2013,1.6 4 cilindros Flex,Gasolina,Prata,499129,2,Automatizada,Passeio,16.0,152425.7,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2018,2.0 4 cilindros Gasolina,Gasolina,Vermelho,0,4,Automatizada,Hatch,21.2,176707.69,Design moderno com boa tecnologia embarcada.
Chevrolet,Spin,2005,1.3 4 cilindros Flex,Diesel,Verde,201208,2,CVT,Passeio,15.9,246134.35,Boa relação custo-benefício.
Nissan,Kicks,2012,1.3 4 cilindros Flex,Diesel,Vermelho,225640,2,CVT,SUV,16.8,54747.99,Design moderno com boa tecnologia embarcada.
Volkswagen,Nivus,2017,Motor elétrico,Elétrico,Verde,463072,2,Manual,Sedan,21.9,347030.43,Espaçoso e confortável para famílias.
Renault,Sandero,2019,Motor elétrico,Elétrico,Preto,0,4,Automatizada,Hatch,8.8,42274.84,Espaçoso e confortável para famílias.
Nissan,March,2010,2.0 4 cilindros Gasolina,Diesel,Verde,115144,2,Manual,Passeio,11.3,45373.06,Boa relação custo-benefício.
Hyundai,Santa Fe,2012,1.6 4 cilindros Flex,Flex,Preto,133643,2,CVT,SUV,11.4,174980.37,Espaçoso e confortável para famílias.
BYD,Seal,2022,2.0 4 cilindros Gasolina,Diesel,Cinza,123287,4,CVT,Picape,12.7,316980.98,Design moderno com boa tecnologia embarcada.
Nissan,March,2012,2.8 4 cilindros Diesel,Flex,Prata,348464,4,Automatizada,Picape,8.3,112087.25,Boa relação custo-benefício.
Hyundai,Tucson,2013,2.0 4 cilindros Gasolina,Flex,Vermelho,314508,4,CVT,Passeio,21.6,60027.95,Modelo confiável e muito popular no Brasil.
BYD,Dolphin,2015,1.0 3 cilindros Otto,Híbrido,Azul,55937,2,CVT,Picape,11.0,30648.65,Ótimo desempenho e conforto para viagens.
Hyundai,HB20,2025,2.8 4 cilindros Diesel,Híbrido,Azul,0,4,Automatizada,Picape,16.9,307495.25,Ótimo desempenho e conforto para viagens.
Toyota,Hilux,2017,1.0 3 cilindros Otto,Diesel,Vermelho,494075,2,Automática,Sedan,18.2,320712.95,Design moderno com boa tecnologia embarcada.
Nissan,Frontier,2010,1.0 3 cilindros Otto,Gasolina,Vermelho,336693,2,Automatizada,Passeio,10.8,178661.7,Espaçoso e confortável para famílias.
Honda,HR-V,2007,1.6 4 cilindros Flex,Flex,Prata,324455,2,Automatizada,Sedan,22.0,33406.56,Modelo confiável e muito popular no Brasil.
BYD,Yuan Plus,2025,1.3 4 cilindros Flex,Flex,Prata,466760,2,CVT,SUV,20.0,169882.07,Design moderno com boa tecnologia embarcada.
Jeep,Compass,2011,Motor elétrico,Elétrico,Azul,341967,2,CVT,Picape,20.3,128764.61,Carro econômico ideal para cidade.
Hyundai,Santa Fe,2015,1.0 3 cilindros Otto,Híbrido,Branco,488069,2,Automatizada,Sedan,16.5,245377.3,Ótimo desempenho e conforto para viagens.
Renault,Sandero,2012,1.0 3 cilindros Otto,Gasolina,Verde,170396,2,Manual,Hatch,10.2,307159.75,Espaçoso e confortável para famílias.
Nissan,Versa,2025,Motor elétrico,Elétrico,Azul,0,4,CVT,Picape,13.0,169494.3,Carro econômico ideal para cidade.
Chevrolet,Spin,2023,2.8 4 cilindros Diesel,Híbrido,Cinza,395028,4,Manual,Picape,10.7,187743.03,Design moderno com boa tecnologia embarcada.
Chevrolet,Onix,2006,1.0 3 cilindros Otto,Diesel,Branco,89167,4,Manual,SUV,21.3,44474.8,Carro econômico ideal para cidade.
Hyundai,Tucson,2010,1.0 3 cilindros Otto,Flex,Verde,365704,4,Automática,Passeio,15.3,206948.18,Boa relação custo-benefício.
Renault,Duster,2005,1.3 4 cilindros Flex,Flex,Azul,341593,2,CVT,Passeio,13.1,334542.74,Boa relação custo-benefício.
Chevrolet,Spin,2023,2.8 4 cilindros Diesel,Flex,Verde,292372,2,CVT,Passeio,12.1,281425.18,Boa relação custo-benefício.
Volkswagen,Gol,2015,1.6 4 cilindros Flex,Flex,Vermelho,288006,2,Automática,Hatch,9.7,130735.88,Design moderno com boa tecnologia embarcada.
BYD,Seal,2005,2.0 4 cilindros Gasolina,Flex,Prata,342794,2,Automática,SUV,9.7,260219.76,Espaçoso e confortável para famílias.
Honda,HR-V,2010,1.0 3 cilindros Otto,Flex,Vermelho,482127,2,CVT,SUV,15.7,245846.92,Ótimo desempenho e conforto para viagens.
Toyota,Yaris,2013,Motor elétrico,Elétrico,Branco,0,2,CVT,Passeio,15.4,93689.76,Design moderno com boa tecnologia embarcada.
Fiat,Mobi,2012,1.0 3 cilindros Otto,Diesel,Vermelho,417668,4,Automática,Hatch,15.8,266387.86,Carro econômico ideal para cidade.
Hyundai,Santa Fe,2013,2.0 4 cilindros Gasolina,Diesel,Branco,188496,2,CVT,SUV,20.0,138118.89,Ótimo desempenho e conforto para viagens.
Volkswagen,T-Cross,2021,Motor elétrico,Elétrico,Branco,0,2,Automatizada,Sedan,15.4,119312.45,Modelo confiável e muito popular no Brasil.
BYD,Yuan Plus,2015,1.6 4 cilindros Flex,Gasolina,Branco,426858,2,Manual,Sedan,14.0,319705.33,Design moderno com boa tecnologia embarcada.
Honda,HR-V,2011,2.8 4 cilindros Diesel,Híbrido,Azul,483095,4,Manual,Passeio,13.1,193119.9,Modelo confiável e muito popular no Brasil.
BYD,Dolphin,2025,Motor elétrico,Elétrico,Branco,0,2,Automatizada,Passeio,14.5,313578.89,Ótimo desempenho e conforto para viagens.
Volkswagen,Polo,2010,2.0 4 cilindros Gasolina,Diesel,Cinza,470582,2,Automatizada,Passeio,18.4,220672.88,Design moderno com boa tecnologia embarcada.
Honda,Civic,2005,Motor elétrico,Elétrico,Cinza,90726,2,Manual,Sedan,11.4,188428.83,Carro econômico ideal para cidade.
BYD,Song Plus,2025,2.8 4 cilindros Diesel,Flex,Azul,0,2,Manual,Picape,15.2,340965.19,Carro econômico ideal para cidade.
Nissan,March,2018,2.8 4 cilindros Diesel,Gasolina,Branco,0,4,Automática,SUV,8.8,206450.89,Design moderno com boa tecnologia embarcada.
Honda,City,2008,1.3 4 cilindros Flex,Flex,Prata,187773,4,Manual,Hatch,9.2,184997.37,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2012,1.6 4 cilindros Flex,Híbrido,Vermelho,90106,4,CVT,Picape,14.5,66880.32,Design moderno com boa tecnologia embarcada.
Volkswagen,Nivus,2023,Motor elétrico,Elétrico,Preto,0,4,Automatizada,Passeio,17.5,48947.24,Boa relação custo-benefício.
Toyota,Hilux,2012,Motor elétrico,Elétrico,Prata,154911,4,Automática,SUV,11.1,316283.11,Boa relação custo-benefício.
Jeep,Commander,2024,2.8 4 cilindros Diesel,Gasolina,Cinza,180764,2,Automática,Passeio,21.0,225855.96,Espaçoso e confortável para famílias.
Jeep,Renegade,2010,1.3 4 cilindros Flex,Híbrido,Preto,392381,2,CVT,Passeio,21.1,286511.59,Design moderno com boa tecnologia embarcada.
Chevrolet,Onix Plus,2007,2.0 4 cilindros Gasolina,Diesel,Prata,414296,4,Automática,Picape,18.2,198398.1,Modelo confiável e muito popular no Brasil.
Fiat,Cronos,2012,2.8 4 cilindros Diesel,Diesel,Cinza,65195,4,CVT,Picape,13.1,148565.49,Carro econômico ideal para cidade.
Nissan,Sentra,2017,2.8 4 cilindros Diesel,Diesel,Verde,479374,4,Automatizada,Picape,18.7,101739.18,Boa relação custo-benefício.
Toyota,Hilux,2019,2.8 4 cilindros Diesel,Diesel,Verde,478733,4,Manual,Passeio,17.5,70314.45,Espaçoso e confortável para famílias.
Volkswagen,T-Cross,2011,2.0 4 cilindros Gasolina,Diesel,Preto,175720,2,Automática,Picape,18.4,284408.99,Design moderno com boa tecnologia embarcada.
Volkswagen,Virtus,2012,1.6 4 cilindros Flex,Gasolina,Prata,0,2,CVT,Sedan,12.0,250547.24,Modelo confiável e muito popular no Brasil.
Hyundai,Creta,2016,1.0 3 cilindros Otto,Híbrido,Cinza,230883,2,Automatizada,Sedan,17.0,209419.84,Carro econômico ideal para cidade.
Toyota,Corolla Cross,2005,1.3 4 cilindros Flex,Híbrido,Branco,164250,4,Manual,Passeio,12.7,205776.71,Espaçoso e confortável para famílias.
Toyota,Hilux,2016,1.3 4 cilindros Flex,Híbrido,Prata,334428,2,Manual,SUV,21.1,36275.24,Design moderno com boa tecnologia embarcada.
Hyundai,Santa Fe,2017,2.8 4 cilindros Diesel,Híbrido,Branco,386152,2,Manual,Sedan,18.9,122341.55,Design moderno com boa tecnologia embarcada.
Fiat,Pulse,2008,2.8 4 cilindros Diesel,Diesel,Verde,118171,4,Automatizada,Sedan,21.4,52173.38,Espaçoso e confortável para famílias.
Nissan,Versa,2018,1.0 3 cilindros Otto,Flex,Azul,0,4,Automática,Sedan,18.6,126805.84,Espaçoso e confortável para famílias.
Honda,HR-V,2015,1.6 4 cilindros Flex,Híbrido,Azul,344618,2,Manual,SUV,15.7,345714.38,Carro econômico ideal para cidade.
BYD,Dolphin,2025,2.0 4 cilindros Gasolina,Gasolina,Azul,0,2,Automatizada,Passeio,18.5,334535.04,Design moderno com boa tecnologia embarcada.
Honda,WR-V,2015,1.3 4 cilindros Flex,Híbrido,Vermelho,315993,4,Manual,Sedan,21.0,131150.81,Design moderno com boa tecnologia embarcada.
Hyundai,Creta,2025,2.0 4 cilindros Gasolina,Diesel,Branco,0,4,Manual,Sedan,9.8,187085.48,Boa relação custo-benefício.
Jeep,Commander,2019,Motor elétrico,Elétrico,Azul,0,2,Automática,Picape,18.4,305742.0,Design moderno com boa tecnologia embarcada.
Chevrolet,S10,2006,2.8 4 cilindros Diesel,Diesel,Verde,335217,2,Automática,Picape,21.6,329502.93,Modelo confiável e muito popular no Brasil.
Honda,City,2006,1.0 3 cilindros Otto,Gasolina,Branco,37950,4,Automática,SUV,12.2,191959.99,Boa relação custo-benefício.
Nissan,Kicks,2021,2.8 4 cilindros Diesel,Flex,Cinza,451948,2,Automática,Picape,13.9,288829.43,Espaçoso e confortável para famílias.
Honda,WR-V,2007,Motor elétrico,Elétrico,Verde,253659,4,Manual,SUV,9.1,109586.47,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2011,2.0 4 cilindros Gasolina,Flex,Branco,18095,2,Manual,Passeio,18.6,160010.56,Espaçoso e confortável para famílias.
Honda,City,2016,2.8 4 cilindros Diesel,Flex,Branco,382964,2,Automática,Passeio,16.0,326985.9,Boa relação custo-benefício.
Honda,WR-V,2015,Motor elétrico,Elétrico,Cinza,326258,2,CVT,Sedan,21.9,242226.66,Carro econômico ideal para cidade.
Toyota,Yaris,2016,1.3 4 cilindros Flex,Flex,Preto,339153,2,Manual,Passeio,13.1,213911.36,Ótimo desempenho e conforto para viagens.
Nissan,Versa,2007,2.0 4 cilindros Gasolina,Flex,Preto,453749,4,Manual,Picape,20.1,254565.71,Ótimo desempenho e conforto para viagens.
Renault,Sandero,2011,Motor elétrico,Elétrico,Branco,272124,2,CVT,Passeio,19.4,299844.13,Espaçoso e confortável para famílias.
Hyundai,Creta,2006,1.0 3 cilindros Otto,Híbrido,Azul,0,4,Automatizada,Hatch,14.1,154619.86,Design moderno com boa tecnologia embarcada.
Nissan,March,2007,2.8 4 cilindros Diesel,Flex,Branco,375857,2,Automatizada,Sedan,14.3,59303.89,Modelo confiável e muito popular no Brasil.
Fiat,Strada,2017,1.0 3 cilindros Otto,Diesel,Verde,34200,4,Manual,Sedan,14.8,218861.03,Espaçoso e confortável para famílias.
BYD,Yuan Plus,2020,1.6 4 cilindros Flex,Flex,Preto,0,4,Automatizada,Sedan,15.4,192632.31,Carro econômico ideal para cidade.
Renault,Oroch,2022,Motor elétrico,Elétrico,Cinza,319187,2,Manual,SUV,20.7,201875.36,Boa relação custo-benefício.
Honda,Civic,2008,2.8 4 cilindros Diesel,Diesel,Azul,123941,4,CVT,Hatch,8.2,27446.45,Carro econômico ideal para cidade.
Renault,Oroch,2015,2.8 4 cilindros Diesel,Híbrido,Verde,332065,2,Automatizada,Passeio,9.0,260013.09,Carro econômico ideal para cidade.
Chevrolet,Cruze,2013,1.0 3 cilindros Otto,Flex,Azul,16071,4,Automática,SUV,20.7,104576.3,Modelo confiável e muito popular no Brasil.
Jeep,Renegade,2008,2.8 4 cilindros Diesel,Diesel,Prata,154324,4,Manual,SUV,21.5,321175.88,Ótimo desempenho e conforto para viagens.
Chevrolet,S10,2014,1.3 4 cilindros Flex,Gasolina,Verde,163346,2,Manual,Sedan,12.1,184186.04,Design moderno com boa tecnologia embarcada.
Hyundai,HB20,2006,Motor elétrico,Elétrico,Verde,188422,2,CVT,Hatch,18.9,222355.31,Boa relação custo-benefício.
Renault,Logan,2010,Motor elétrico,Elétrico,Vermelho,54039,2,Automática,Picape,19.0,182099.16,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2023,1.3 4 cilindros Flex,Flex,Vermelho,0,4,CVT,Sedan,18.1,170637.24,Ótimo desempenho e conforto para viagens.
Hyundai,Tucson,2008,1.3 4 cilindros Flex,Flex,Prata,446071,2,Automatizada,Hatch,14.9,165231.98,Espaçoso e confortável para famílias.
Nissan,Frontier,2018,Motor elétrico,Elétrico,Verde,368677,4,CVT,Picape,11.2,221239.14,Carro econômico ideal para cidade.
Honda,City,2024,2.0 4 cilindros Gasolina,Flex,Verde,85577,2,Manual,Picape,14.6,214787.54,Modelo confiável e muito popular no Brasil.
Toyota,Hilux,2016,1.0 3 cilindros Otto,Híbrido,Azul,59661,4,Manual,Hatch,15.3,332118.68,Carro econômico ideal para cidade.
Jeep,Gladiator,2007,Motor elétrico,Elétrico,Vermelho,24710,4,Manual,Passeio,21.5,271696.34,Design moderno com boa tecnologia embarcada.
Fiat,Strada,2009,2.0 4 cilindros Gasolina,Gasolina,Cinza,173049,4,Manual,Hatch,21.6,210119.06,Ótimo desempenho e conforto para viagens.
Hyundai,HB20,2017,1.0 3 cilindros Otto,Híbrido,Preto,214542,4,CVT,SUV,19.9,142918.77,Modelo confiável e muito popular no Brasil.
Nissan,Sentra,2023,2.8 4 cilindros Diesel,Gasolina,Vermelho,0,4,CVT,SUV,8.4,341060.87,Espaçoso e confortável para famílias.
Volkswagen,Nivus,2018,1.3 4 cilindros Flex,Flex,Vermelho,0,4,Automática,Hatch,21.3,257434.51,Espaçoso e confortável para famílias.
Fiat,Strada,2013,1.0 3 cilindros Otto,Gasolina,Azul,388712,2,Automática,Sedan,19.9,231371.13,Ótimo desempenho e conforto para viagens.
Toyota,SW4,2012,1.3 4 cilindros Flex,Flex,Azul,411641,2,Automática,SUV,17.9,274153.69,Ótimo desempenho e conforto para viagens.
Jeep,Commander,2012,Motor elétrico,Elétrico,Verde,158593,2,Manual,Passeio,17.4,154153.33,Ótimo desempenho e conforto para viagens.
Nissan,March,2017,1.0 3 cilindros Otto,Diesel,Prata,411547,2,Automatizada,SUV,11.4,133325.17,Boa relação custo-benefício.
Fiat,Strada,2008,2.8 4 cilindros Diesel,Gasolina,Cinza,434432,4,Automática,Sedan,10.2,154461.16,Modelo confiável e muito popular no Brasil.
Renault,Oroch,2013,1.3 4 cilindros Flex,Diesel,Verde,404487,2,Automática,Sedan,15.8,297397.46,Espaçoso e confortável para famílias.
Jeep,Commander,2005,1.0 3 cilindros Otto,Gasolina,Prata,360004,4,Automática,Picape,18.1,249408.54,Ótimo desempenho e conforto para viagens.
BYD,Yuan Plus,2005,Motor elétrico,Elétrico,Cinza,357033,4,Automática,Sedan,19.2,239086.57,Boa relação custo-benefício.
Volkswagen,Virtus,2010,Motor elétrico,Elétrico,Vermelho,134475,4,CVT,Passeio,15.7,226953.1,Ótimo desempenho e conforto para viagens.
Nissan,Kicks,2023,1.0 3 cilindros Otto,Diesel,Vermelho,0,4,Automática,Hatch,12.4,148684.84,Design moderno com boa tecnologia embarcada.
